Interval Size;Interval Size;Return Frequency of Peak Duration;Rainfall of Peak Duration;Interval Start Date;Interval Ending on Date
water year = 1957-1958
42;42;1.2297297297297297297297297297;7.7;11/6/2011;12/18/2011
43;43;1.3155564207418943225257633677;7.870001;10/18/2011;11/30/2011
44;44;1.2017542128344905716981206554;7.89;11/7/2011;12/21/2011
45;45;1.1818181818181818181818181818;7.98;10/18/2011;12/2/2011
46;46;1.0898216808475965986298539905;8.000001;10/17/2011;12/2/2011
47;47;1.2916304240324801627051248564;8.249999;10/18/2011;12/4/2011
48;48;1.6265676691729323308270676692;8.610001;10/18/2011;12/5/2011
49;49;1.6688702183609489516717389231;8.740001;10/18/2011;12/6/2011
50;50;1.5755111936689005433059006915;8.760001;10/18/2011;12/7/2011
51;51;1.4842615012106537530266343826;8.78;10/17/2011;12/7/2011
52;52;1.4908234201210774625209347649;8.880001;10/13/2011;12/4/2011
53;53;1.8050523992858732661826895301;9.240001;10/13/2011;12/5/2011
54;54;1.8430936768149882903981264637;9.370002;10/13/2011;12/6/2011
55;55;1.7528960435892060189984629338;9.39;10/13/2011;12/7/2011
56;56;1.6417121307440295095380024683;9.390001;10/12/2011;12/7/2011
57;57;1.6575975056689342403628117914;9.500001;10/13/2011;12/9/2011
58;58;1.8526558476891404466334206555;9.770001;10/18/2011;12/15/2011
59;59;1.7660988307606218030779274563;9.790002;10/17/2011;12/15/2011
60;60;1.6923065934065934065934065934;9.819999;10/18/2011;12/17/2011
water year = 2012-2013
1;1;0;1.83;6/26/2013;6/27/2013
2;2;1.90625;2.66;8/11/2013;8/13/2013
3;3;2.6610169491525423728813559321;3.06;6/25/2013;6/28/2013
4;4;2.8;3.3;6/24/2013;6/28/2013
5;5;1.9541276071053080636549290735;3.31;6/24/2013;6/29/2013
6;6;1.5132743597776279250051770003;3.33;6/24/2013;6/30/2013
7;7;1.4358974358974358974358974359;3.48;6/24/2013;7/1/2013
8;8;1.3388432415814188736878120863;3.6;6/24/2013;7/2/2013
9;9;2.3285723877537317803831708811;4.11;4/9/2013;4/18/2013
10;10;4.125;4.71;4/9/2013;4/19/2013
11;11;3.6163265306122448979591836735;4.74;4/8/2013;4/19/2013
12;12;3.768;4.93;4/7/2013;4/19/2013
13;13;3.2862745098039215686274509804;4.96;4/7/2013;4/20/2013
14;14;2.7076923076923076923076923077;4.96;4/7/2013;4/21/2013
15;15;4.4528301886792452830188679245;5.57;4/9/2013;4/24/2013
16;16;4.2814814814814814814814814815;5.68;4/9/2013;4/25/2013
17;17;4.1163636363636363636363636364;5.79;4/7/2013;4/24/2013
18;18;3.9571428571428571428571428571;5.9;4/7/2013;4/25/2013
19;19;6.1057023643949930458970792768;6.51;6/9/2013;6/28/2013
20;20;5.0684931506849315068493150685;6.52;6/9/2013;6/29/2013
21;21;4.6233031674208144796380090495;6.54;6/9/2013;6/30/2013
22;22;4.6592461024498886414253897553;6.690001;6/9/2013;7/1/2013
23;23;4.5953947368421052631578947368;6.81;6/9/2013;7/2/2013
24;24;4.1447084233261339092872570192;6.81;6/9/2013;7/3/2013
25;25;3.7074468085106382978723404257;6.81;6/9/2013;7/4/2013
26;26;3.3773584905660377358490566038;6.84;6/9/2013;7/5/2013
27;27;3.1807820247933884297520661156;6.909999;6/9/2013;7/6/2013
28;28;2.9592668024439918533604887985;6.97;6/9/2013;7/7/2013
29;29;3.2861445783132530120481927711;7.21;5/30/2013;6/28/2013
30;30;6.0714285714285714285714285714;8.1;6/9/2013;7/9/2013
31;31;5.6048669323385171551588021672;8.15;6/9/2013;7/10/2013
32;32;4.9287138728323699421965317919;8.150001;6/9/2013;7/11/2013
33;33;4.7091254752851711026615969579;8.2;5/26/2013;6/28/2013
34;34;4.3827379148800048029973705463;8.21;5/26/2013;6/29/2013
35;35;4.0925944444444444444444444444;8.23;5/26/2013;6/30/2013
36;36;4.1663619744058500914076782448;8.38;5/26/2013;7/1/2013
37;37;4.1570386669326110716506573548;8.5;5/26/2013;7/2/2013
38;38;3.8538332030598957753081776364;8.51;5/21/2013;6/28/2013
39;39;3.5580985915492957746478873238;8.52;5/21/2013;6/29/2013
40;40;3.973912196598089914704421996;8.8;5/30/2013;7/9/2013
41;41;3.9673547829508444594883672579;8.92;5/29/2013;7/9/2013
42;42;3.7826825127334465195246179965;8.97;5/29/2013;7/10/2013
43;43;4.9362399863758503558302383972;9.55;5/27/2013;7/9/2013
44;44;5.4542333881876642249207871562;9.79;5/26/2013;7/9/2013
45;45;5.051546391752577319587628866;9.84;5/26/2013;7/10/2013
46;46;4.7532475649350649350649350647;9.84;5/25/2013;7/10/2013
47;47;4.4871342857418464892395844386;9.840001;5/25/2013;7/11/2013
48;48;4.6799363057324840764331210189;10.03;5/22/2013;7/9/2013
49;49;4.5851804065782490021664089109;10.1;5/21/2013;7/9/2013
50;50;4.44530598756409164666020314;10.15;5/21/2013;7/10/2013
51;51;4.2151702786377708978328173373;10.16;5/20/2013;7/10/2013
52;52;3.9662629591939245258999828986;10.16;5/20/2013;7/11/2013
53;53;3.7218798133438905534409875964;10.16;5/18/2013;7/10/2013
54;54;3.4819277108433734939759036143;10.16;5/19/2013;7/12/2013
55;55;3.3358246324432069624036471722;10.2;5/26/2013;7/20/2013
56;56;3.1035471075138146882810171278;10.2;5/26/2013;7/21/2013
57;57;3.0953079178885630498533724339;10.3;5/27/2013;7/23/2013
58;58;3.3924444547803918034645449552;10.54;5/26/2013;7/23/2013
59;59;3.1656988472622478386167146973;10.54;5/26/2013;7/24/2013
60;60;2.9428571428571428571428571428;10.54;5/26/2013;7/25/2013
water year = 2013-2014
1;1;0;1.6;5/11/2014;5/12/2014
2;2;0;2.01;5/11/2014;5/13/2014
3;3;0;2.17;5/11/2014;5/14/2014
4;4;1.1714285714285714285714285714;2.85;5/11/2014;5/15/2014
5;5;0;2.85;5/11/2014;5/16/2014
6;6;0;2.89;5/9/2014;5/15/2014
7;7;0;3.17;5/6/2014;5/13/2014
8;8;0;3.33;5/6/2014;5/14/2014
9;9;1.9440007104011366418186269098;4.01;5/6/2014;5/15/2014
10;10;1.5581395348837209302325581395;4.01;5/6/2014;5/16/2014
11;11;1.5808656036446469248291571754;4.16;5/4/2014;5/15/2014
12;12;1.2901785714285714285714285714;4.17;5/3/2014;5/15/2014
13;13;1.0984682713347921225382932166;4.22;5/2/2014;5/15/2014
14;14;0;4.29;5/1/2014;5/15/2014
15;15;0;4.350001;4/28/2014;5/13/2014
16;16;0;4.520001;4/29/2014;5/15/2014
17;17;1.9634908722109533468559837728;5.190001;4/28/2014;5/15/2014
18;18;1.6972091633466135458167330677;5.199999;4/27/2014;5/15/2014
19;19;1.4207455968688845401174168297;5.200001;4/27/2014;5/16/2014
20;20;1.1730769230769230769230769231;5.21;4/27/2014;5/17/2014
21;21;1.496226415094339622641509434;5.5;4/24/2014;5/15/2014
22;22;1.2703703703703703703703703704;5.5;4/24/2014;5/16/2014
23;23;1.0709109090909090909090909091;5.510001;4/24/2014;5/17/2014
24;24;0;5.559999;4/21/2014;5/15/2014
25;25;0;5.560001;4/21/2014;5/16/2014
26;26;0;5.640001;4/24/2014;5/20/2014
27;27;0;5.799999;4/24/2014;5/21/2014
28;28;1.1066666666666666666666666667;6.12;6/10/2014;7/8/2014
29;29;0;6.12;6/10/2014;7/9/2014
30;30;0;6.12;6/10/2014;7/10/2014
31;31;0;6.28;6/7/2014;7/8/2014
32;32;0;6.28;6/6/2014;7/8/2014
33;33;0;6.35;6/10/2014;7/13/2014
34;34;1.0252530303030303030303030303;6.72;6/10/2014;7/14/2014
35;35;1.0646762159346506487323115408;6.85;6/10/2014;7/15/2014
36;36;1.6470588235294117647058823529;7.35;6/2/2014;7/8/2014
37;37;1.5314014492753623188405797101;7.38;6/1/2014;7/8/2014
38;38;1.3761914285714285714285714286;7.380001;5/11/2014;6/18/2014
39;39;1.7042267605633802816901408451;7.720001;5/11/2014;6/19/2014
40;40;1.6898152777777777777777777778;7.82;5/11/2014;6/20/2014
41;41;1.7168945205479452054794520548;7.95;5/11/2014;6/21/2014
42;42;1.5945945945945945945945945946;7.97;5/11/2014;6/22/2014
43;43;2.3942958101545216824482529796;8.54;5/6/2014;6/18/2014
44;44;2.9535671641791044776119402985;8.88;5/6/2014;6/19/2014
45;45;2.9098336065573770491803278688;8.979999;5/6/2014;6/20/2014
46;46;2.9756477272727272727272727272;9.109999;5/6/2014;6/21/2014
47;47;2.7749187301648547753865743197;9.13;5/4/2014;6/20/2014
48;48;2.8407643312101910828025477706;9.26;5/4/2014;6/21/2014
49;49;3.3312342221629861900304180529;9.57;5/6/2014;6/24/2014
50;50;3.1796792663767194295638369597;9.609998;5/6/2014;6/25/2014
51;51;3.1934938080495356037151702785;9.719998;4/28/2014;6/18/2014
52;52;3.736201080217209088671216268;10.06;4/28/2014;6/19/2014
53;53;3.7218798133438905534409875964;10.16;4/28/2014;6/20/2014
54;54;3.7756024096385542168674698794;10.29;4/28/2014;6/21/2014
55;55;3.5820938405085981535779557714;10.31;4/28/2014;6/22/2014
56;56;3.8357940034156728942169507019;10.53;5/6/2014;7/1/2014
57;57;4.0850439882697947214076246333;10.75;4/28/2014;6/24/2014
58;58;4.3953543469603109311364277223;11;5/11/2014;7/8/2014
59;59;4.159935158501440922190201729;11;5/10/2014;7/8/2014
60;60;4.0142857142857142857142857141;11.04;5/9/2014;7/8/2014
water year = 2014-2015
1;1;0;2;6/13/2015;6/14/2015
2;2;3.2105263157894736842105263158;2.92;6/13/2015;6/15/2015
3;3;2.8644067796610169491525423727;3.1;6/12/2015;6/15/2015
4;4;2.65;3.27;6/12/2015;6/16/2015
5;5;1.8990818365470889044240285798;3.29;6/12/2015;6/17/2015
6;6;1.7787615553301864251087170066;3.43;6/12/2015;6/18/2015
7;7;1.4615384615384615384615384615;3.49;6/12/2015;6/19/2015
8;8;1.1652898094383315068900712561;3.53;6/12/2015;6/20/2015
9;9;1.0319992511988019180830689329;3.63;6/7/2015;6/16/2015
10;10;4.75;4.86;6/13/2015;6/23/2015
11;11;4.8408163265306122448979591837;5.04;6/12/2015;6/23/2015
12;12;4.288;5.06;6/11/2015;6/23/2015
13;13;3.7176509803921568627450980392;5.070001;6/10/2015;6/23/2015
14;14;9.021084337349397590361445783;6.09;6/13/2015;6/27/2015
15;15;9.111111111111111111111111111;6.27;6/12/2015;6/27/2015
16;16;8.469387755102040816326530612;6.35;6/12/2015;6/28/2015
17;17;7.4175035868005738880918220947;6.37;6/11/2015;6/28/2015
18;18;6.963276836158192090395480226;6.47;5/29/2015;6/16/2015
19;19;5.9666272600834492350486787204;6.490001;6/12/2015;7/1/2015
20;20;5.8219178082191780821917808219;6.63;6/7/2015;6/27/2015
21;21;5.3981106612685560053981106613;6.71;6/6/2015;6/27/2015
22;22;4.993318485523385300668151448;6.79;6/6/2015;6/28/2015
23;23;5.111402359108781127129750983;6.95;6/4/2015;6/27/2015
24;24;8.333333333333333333333333333;7.59;5/30/2015;6/23/2015
25;25;13.302779816513761467889908255;8.240002;5/29/2015;6/23/2015
26;26;11.200000000000000000000000000;8.24;5/28/2015;6/23/2015
27;27;9.665427509293680297397769517;8.25;5/29/2015;6/25/2015
28;28;14.875017745551558528177257301;8.820001;5/30/2015;6/27/2015
29;29;21.442477876106194690265486731;9.47;5/29/2015;6/27/2015
30;30;20.394736842105263157894736842;9.55;5/29/2015;6/28/2015
31;31;18.525467770950837338246412963;9.55;5/28/2015;6/28/2015
32;32;18.369708325547713008113979763;9.68;5/26/2015;6/27/2015
33;33;17.576791808873720136518771334;9.76;5/26/2015;6/28/2015
34;34;16.671358028866885944515376222;9.830001;5/25/2015;6/28/2015
35;35;15.656432551291387370959726946;9.89;5/24/2015;6/28/2015
36;36;14.036557308970099667774086377;9.900001;5/26/2015;7/1/2015
37;37;13.186050532243325347625280940;9.97;5/25/2015;7/1/2015
38;38;12.227960817054032019155671660;10.03;5/24/2015;7/1/2015
39;39;10.558252427184466019417475728;10.03;5/23/2015;7/1/2015
40;40;9.514388139847582624160161266;10.03;5/23/2015;7/2/2015
41;41;13.268831571663763689723461621;10.53;5/29/2015;7/9/2015
42;42;11.632492113564668769716088329;10.53;5/29/2015;7/10/2015
43;43;10.023461878357981339986079286;10.53;5/27/2015;7/9/2015
44;44;10.884180155584683517796064623;10.74;5/26/2015;7/9/2015
45;45;10.115384615384615384615384615;10.81;5/25/2015;7/9/2015
46;46;9.712433411107062862756600026;10.87;5/24/2015;7/9/2015
47;47;9.383756720564427477864609358;10.93;5/29/2015;7/15/2015
48;48;8.769685039370078740157480315;10.93;5/28/2015;7/15/2015
49;49;10.489914522183528560445027362;11.35;5/29/2015;7/17/2015
50;50;9.697466225899528022471480710;11.37;5/29/2015;7/18/2015
51;51;9.435028248587570621468926554;11.44;5/29/2015;7/19/2015
52;52;9.412116880464848608610095235;11.56;5/26/2015;7/17/2015
53;53;9.618682847363315212417403401;11.73;5/5/2015;6/27/2015
54;54;10.220588235294117647058823529;11.96;5/4/2015;6/27/2015
55;55;9.881291505688393540691153168;12.04;5/4/2015;6/28/2015
56;56;9.546264907874167881544973917;12.09;5/3/2015;6/28/2015
57;57;9.003466204506065857885615251;12.09;5/3/2015;6/29/2015
58;58;8.859741392580429986146031094;12.18;5/4/2015;7/1/2015
59;59;9.479470903043911333209528472;12.45;4/29/2015;6/27/2015
60;60;9.291666666666666666666666667;12.53;4/29/2015;6/28/2015
water year = 2015-2016
1;1;3.021276595744680851063829787;2.51;8/15/2016;8/16/2016
2;2;1.71875;2.6;8/15/2016;8/17/2016
3;3;4.3898305084745762711864406776;3.4;8/13/2016;8/16/2016
4;4;4.45;3.63;8/12/2016;8/16/2016
5;5;3.9032241935483870967741935481;3.72;8/12/2016;8/17/2016
6;6;2.9687500488280487061738966031;3.72;8/11/2016;8/17/2016
7;7;2.2272727272727272727272727273;3.75;8/12/2016;8/19/2016
8;8;1.7107434533166060882543995795;3.75;8/11/2016;8/19/2016
9;9;1.7280003648005836809338894942;3.92;8/12/2016;8/21/2016
10;10;1.4651162790697674418604651163;3.97;8/12/2016;8/22/2016
11;11;1.1480637813211845102505694761;3.97;8/11/2016;8/22/2016
12;12;0;3.99;8/10/2016;8/22/2016
13;13;1.0547045951859956236323851204;4.2;8/12/2016;8/25/2016
14;14;1.1931330472103004291845493562;4.4;8/13/2016;8/27/2016
15;15;1.3894757894736842105263157895;4.630001;8/12/2016;8/27/2016
16;16;1.1239669421487603305785123967;4.64;8/12/2016;8/28/2016
17;17;0;4.65;8/10/2016;8/27/2016
18;18;0;4.66;8/10/2016;8/28/2016
19;19;0;4.670001;8/12/2016;8/31/2016
20;20;0;4.67;8/11/2016;8/31/2016
21;21;0;4.69;8/10/2016;8/31/2016
22;22;0;4.69;8/9/2016;8/31/2016
23;23;0;4.69;8/9/2016;9/1/2016
24;24;0;4.69;8/7/2016;8/31/2016
25;25;0;4.69;8/6/2016;8/31/2016
26;26;0;4.860001;8/13/2016;9/8/2016
27;27;0;5.090001;8/12/2016;9/8/2016
28;28;0;5.69;8/13/2016;9/10/2016
29;29;0;5.920001;8/12/2016;9/10/2016
30;30;0;5.920001;8/12/2016;9/11/2016
31;31;0;5.940001;8/10/2016;9/10/2016
32;32;0;5.94;8/10/2016;9/11/2016
33;33;0;5.95;8/12/2016;9/14/2016
34;34;0;5.950001;8/11/2016;9/14/2016
35;35;0;5.970001;8/10/2016;9/14/2016
36;36;0;6.150001;8/12/2016;9/17/2016
37;37;0;6.150001;8/11/2016;9/17/2016
38;38;0;6.17;8/10/2016;9/17/2016
39;39;0;6.170001;8/10/2016;9/18/2016
40;40;0;6.170001;8/9/2016;9/18/2016
41;41;0;6.200001;7/17/2016;8/27/2016
42;42;0;6.210001;7/17/2016;8/28/2016
43;43;0;6.49;7/29/2016;9/10/2016
44;44;0;6.55;7/28/2016;9/10/2016
45;45;0;7.54;8/15/2016;9/29/2016
46;46;0;7.760001;8/15/2016;9/30/2016
47;47;1.5198664580443432327499854184;8.430001;8/13/2016;9/29/2016
48;48;1.6892230576441102756892230576;8.66;8/12/2016;9/29/2016
49;49;1.8422782172907585841282345699;8.879999;8/12/2016;9/30/2016
50;50;1.7224486847148225653785447435;8.88;8/11/2016;9/30/2016
51;51;1.6295411622276029055690072639;8.900001;8/10/2016;9/30/2016
52;52;1.514765967584184989698718954;8.900001;8/9/2016;9/30/2016
53;53;1.4025273835400417678898691557;8.900001;8/8/2016;9/30/2016
54;54;1.292741217798594847775175644;8.900001;8/7/2016;9/30/2016
55;55;1.1853282568834968662150062606;8.9;8/6/2016;9/30/2016
56;56;1.0802138731039445745055101201;8.9;8/5/2016;9/30/2016
57;57;0;8.900001;8/4/2016;9/30/2016
58;58;0;8.900001;8/3/2016;9/30/2016
59;59;0;8.900001;8/2/2016;9/30/2016
60;60;0;8.900001;8/1/2016;9/30/2016
water year = 2016-2017
1;1;0;1.62;2/28/2017;3/1/2017
2;2;0;1.77;7/6/2017;7/8/2017
3;3;0;1.78;2/27/2017;3/2/2017
4;4;0;2.47;7/6/2017;7/10/2017
5;5;0;2.47;7/5/2017;7/10/2017
6;6;0;2.82;7/6/2017;7/12/2017
7;7;0;3.16;7/6/2017;7/13/2017
8;8;0;3.16;7/5/2017;7/13/2017
9;9;0;3.33;3/29/2017;4/7/2017
10;10;0;3.33;3/29/2017;4/8/2017
11;11;0;3.33;3/27/2017;4/7/2017
12;12;0;3.54;3/25/2017;4/6/2017
13;13;0;3.97;3/29/2017;4/11/2017
14;14;0;4.04;3/23/2017;4/6/2017
15;15;0;4.21;3/23/2017;4/7/2017
16;16;0;4.21;3/23/2017;4/8/2017
17;17;0;4.35;3/25/2017;4/11/2017
18;18;0;4.39;3/24/2017;4/11/2017
19;19;0;4.85;3/23/2017;4/11/2017
20;20;0;4.85;3/22/2017;4/11/2017
21;21;0;4.86;3/23/2017;4/13/2017
22;22;0;5.31;3/29/2017;4/20/2017
23;23;0;5.320001;3/29/2017;4/21/2017
24;24;0;5.320001;3/28/2017;4/21/2017
25;25;0;5.370001;3/26/2017;4/20/2017
26;26;0;5.690001;3/25/2017;4/20/2017
27;27;0;5.73;3/24/2017;4/20/2017
28;28;1.2233333333333333333333333333;6.19;3/23/2017;4/20/2017
29;29;1.0442639344262295081967213115;6.200001;3/23/2017;4/21/2017
30;30;0;6.200001;3/23/2017;4/22/2017
31;31;0;6.21;3/20/2017;4/20/2017
32;32;1.1145859375;6.570001;4/3/2017;5/5/2017
33;33;0;6.58;4/2/2017;5/5/2017
34;34;0;6.610001;3/17/2017;4/20/2017
35;35;0;6.73;3/16/2017;4/20/2017
36;36;1.4705882352941176470588235294;7.23;3/29/2017;5/4/2017
37;37;2.7491004069490912011812263707;7.980001;3/29/2017;5/5/2017
38;38;2.4367223143692641437291833593;7.980001;3/29/2017;5/6/2017
39;39;2.1320448943661971830985915493;7.980001;3/28/2017;5/6/2017
40;40;1.9953722222222222222222222222;8.040001;3/26/2017;5/5/2017
41;41;2.5240571512518481545087238047;8.360001;3/25/2017;5/5/2017
42;42;2.3310721561969439728353140917;8.400001;3/24/2017;5/5/2017
43;43;3.1996667788030379169144992327;8.860001;3/23/2017;5/5/2017
44;44;2.9038208955223880597014925373;8.860002;3/23/2017;5/6/2017
45;45;2.6147590163934426229508196721;8.860002;3/23/2017;5/7/2017
46;46;2.4155876623376623376623376623;8.880001;3/20/2017;5/5/2017
47;47;2.5578824505387442484107768142;9.040002;3/19/2017;5/5/2017
48;48;2.3391719745222929936305732484;9.05;3/18/2017;5/5/2017
49;49;2.6451150909663035480367855759;9.280001;3/17/2017;5/5/2017
50;50;2.6875022949164962894618215738;9.400002;3/16/2017;5/5/2017
51;51;2.4504667182662538699690402476;9.400001;3/16/2017;5/6/2017
52;52;2.2177972802084667372701010815;9.400002;3/15/2017;5/6/2017
53;53;2.0349558473650895932608056365;9.420001;3/13/2017;5/5/2017
54;54;2.5331347891566265060240963855;9.740001;3/12/2017;5/5/2017
55;55;2.3059760581553540791509234722;9.740002;3/11/2017;5/5/2017
56;56;2.082841532156363558364885285;9.740001;3/11/2017;5/6/2017
57;57;1.9297063492063492063492063492;9.740001;3/12/2017;5/8/2017
58;58;1.818999590501887618011185469;9.740002;3/11/2017;5/8/2017
59;59;2.0633933717579250720461095101;10.03;3/23/2017;5/21/2017
60;60;1.9230769230769230769230769231;10.03;3/22/2017;5/21/2017
water year = 2017-2018
1;1;0;1.7;11/17/2017;11/18/2017
2;2;0;2.14;7/30/2018;8/1/2018
3;3;0;2.38;2/18/2018;2/21/2018
4;4;1.2;2.86;5/11/2018;5/15/2018
5;5;1.3486241309648973121150236422;3.09;5/10/2018;5/15/2018
6;6;1.6991153966644188750776550047;3.4;5/9/2018;5/15/2018
7;7;1.2307692307692307692307692308;3.4;5/9/2018;5/16/2018
8;8;2.3676455882352941176470588235;3.95;5/11/2018;5/19/2018
9;9;2.6285719591829154529779243172;4.18;5/10/2018;5/19/2018
10;10;3.2083333333333333333333333333;4.49;5/9/2018;5/19/2018
11;11;2.7183673469387755102040816327;4.52;5/9/2018;5/20/2018
12;12;3.008;4.74;5/9/2018;5/21/2018
13;13;3.4039215686274509803921568627;4.99;5/9/2018;5/22/2018
14;14;2.8230769230769230769230769231;4.99;5/8/2018;5/22/2018
15;15;2.2641509433962264150943396226;4.99;5/9/2018;5/24/2018
16;16;1.8471074380165289256198347107;4.99;5/8/2018;5/24/2018
17;17;5.1936872309899569583931133429;6.06;5/2/2018;5/19/2018
18;18;4.6357142857142857142857142857;6.09;5/2/2018;5/20/2018
19;19;4.8561403508771929824561403509;6.31;5/2/2018;5/21/2018
20;20;5.3424657534246575342465753425;6.56;5/2/2018;5/22/2018
21;21;4.6911764705882352941176470585;6.56;5/2/2018;5/23/2018
22;22;4.224944320712694877505567929;6.56;4/30/2018;5/22/2018
23;23;3.7730263157894736842105263158;6.56;5/1/2018;5/24/2018
24;24;3.334773218142548596112311015;6.56;4/30/2018;5/24/2018
25;25;3.4521276595744680851063829789;6.73;4/27/2018;5/22/2018
26;26;3.0628930817610062893081761006;6.74;4/26/2018;5/22/2018
27;27;2.6539256198347107438016528925;6.74;4/26/2018;5/23/2018
28;28;2.5926680244399185336048879838;6.85;4/24/2018;5/22/2018
29;29;2.5331355421686746987951807229;6.960001;4/23/2018;5/22/2018
30;30;2.8613861386138613861386138613;7.2;5/2/2018;6/1/2018
31;31;2.5761722888942491267098371974;7.22;5/2/2018;6/2/2018
32;32;4.2639739884393063583815028902;7.920001;5/2/2018;6/3/2018
33;33;3.9106492395437262357414448667;7.920001;5/2/2018;6/4/2018
34;34;3.87617460021144445455492068;8.030001;5/2/2018;6/5/2018
35;35;3.5370388888888888888888888889;8.03;5/1/2018;6/5/2018
36;36;5.2017881165919282511210762332;8.719999;4/13/2018;5/19/2018
37;37;4.8339333628760262851748328744;8.75;4/13/2018;5/20/2018
38;38;5.1722907399363270961746770992;8.97;4/13/2018;5/21/2018
39;39;5.8387745098039215686274509804;9.219999;4/13/2018;5/22/2018
40;40;5.143881398475826241601612663;9.22;4/13/2018;5/23/2018
41;41;4.9467344903217270805215468396;9.299999;4/11/2018;5/22/2018
42;42;4.6740263157894736842105263156;9.320001;4/10/2018;5/22/2018
43;43;4.4077194566111941181257398272;9.340001;4/9/2018;5/22/2018
44;44;4.1973507462686567164179104478;9.380001;4/8/2018;5/22/2018
45;45;3.9426254098360655737704918031;9.400001;10/5/2017;11/19/2017
46;46;4.2905852272727272727272727271;9.65;4/3/2018;5/19/2018
47;47;4.5112475522586744094070437073;9.85;4/2/2018;5/19/2018
48;48;4.3694267515923566878980891718;9.9;4/3/2018;5/21/2018
49;49;4.7034772164287454938773514446;10.15;4/3/2018;5/22/2018
50;50;4.9140548889338540612795438758;10.35;4/2/2018;5/22/2018
51;51;5.3860640301318267419962335217;10.58;4/13/2018;6/3/2018
52;52;4.932522850896129362260802747;10.58;4/13/2018;6/4/2018
53;53;4.9300837460096975462821893261;10.69;4/13/2018;6/5/2018
54;54;5.0812274368231046931407942238;10.85;3/26/2018;5/19/2018
55;55;4.8582161004838070532993730581;10.88;3/26/2018;5/20/2018
