Interval Size;Interval Size;Return Frequency of Peak Duration;Rainfall of Peak Duration;Interval Start Date;Interval Ending on Date
water year = 1957-1958
57;57;3.7331378299120234604105571846;10.59;6/2/2005;7/29/2005
58;58;3.5014563995825569260375756907;10.59;5/30/2005;7/27/2005
59;59;3.3169956772334293948126801152;10.61;5/29/2005;7/27/2005
60;60;3.1357142857142857142857142856;10.63;5/28/2005;7/27/2005
water year = 2005-2006
1;1;2.2553191489361702127659574468;2.39;9/12/2006;9/13/2006
2;2;6.1;3.37;9/11/2006;9/13/2006
3;3;4.5932203389830508474576271182;3.44;9/11/2006;9/14/2006
4;4;3.55;3.45;9/10/2006;9/14/2006
5;5;2.5967725806451612903225806451;3.45;9/9/2006;9/14/2006
6;6;1.8849564335512098251501330091;3.47;9/8/2006;9/14/2006
7;7;3.0454545454545454545454545455;3.93;9/11/2006;9/18/2006
8;8;2.3676455882352941176470588235;3.95;9/11/2006;9/19/2006
9;9;1.8960006336010137616220185952;3.99;9/11/2006;9/20/2006
10;10;1.5348837209302325581395348837;4;9/10/2006;9/20/2006
11;11;1.2391799544419134396355353075;4.01;9/11/2006;9/22/2006
12;12;1.4017857142857142857142857143;4.22;9/11/2006;9/23/2006
13;13;1.8424507658643326039387308534;4.56;9/11/2006;9/24/2006
14;14;1.5579420600858369098712446352;4.570001;9/10/2006;9/24/2006
15;15;1.2631578947368421052631578947;4.57;9/9/2006;9/24/2006
16;16;1.3925619834710743801652892562;4.77;5/10/2006;5/26/2006
17;17;1.4158215010141987829614604462;4.92;5/9/2006;5/26/2006
18;18;1.3585657370517928286852589641;5.03;8/26/2006;9/13/2006
19;19;1.225048923679060665362035225;5.1;8/26/2006;9/14/2006
20;20;1.8846153846153846153846153846;5.58;8/24/2006;9/13/2006
21;21;1.8924547169811320754716981132;5.710001;8/23/2006;9/13/2006
22;22;1.7888888888888888888888888889;5.78;8/23/2006;9/14/2006
23;23;2.3256578947368421052631578947;6.12;8/21/2006;9/13/2006
24;24;2.1360691144708423326133909287;6.19;8/21/2006;9/14/2006
25;25;1.8508789473684210526315789474;6.190001;8/20/2006;9/14/2006
26;26;3.3144654088050314465408805031;6.82;8/18/2006;9/13/2006
27;27;3.11880165289256198347107438;6.89;8/18/2006;9/14/2006
28;28;2.8065173116089613034623217923;6.92;8/17/2006;9/14/2006
29;29;2.4126506024096385542168674699;6.92;8/17/2006;9/15/2006
30;30;2.0297029702970297029702970297;6.92;8/15/2006;9/14/2006
31;31;3.0449218311310242861090955965;7.38;8/18/2006;9/18/2006
32;32;2.7899826589595375722543352601;7.41;8/17/2006;9/18/2006
33;33;2.5418250950570342205323193916;7.44;8/18/2006;9/20/2006
34;34;2.3001882737445837292835560192;7.47;8/17/2006;9/20/2006
35;35;1.9900507314190021179136088263;7.47;8/16/2006;9/20/2006
36;36;2.2193784277879341864716636197;7.67;8/18/2006;9/23/2006
37;37;2.8303250628835172531432733363;8.01;8/18/2006;9/24/2006
38;38;2.5971475910406337260550143092;8.04;8/17/2006;9/24/2006
39;39;2.2904929577464788732394366197;8.04;8/16/2006;9/24/2006
40;40;2.1739163705075039065183421579;8.110001;8/18/2006;9/27/2006
41;41;1.9771698630136986301369863014;8.140001;8/17/2006;9/27/2006
42;42;1.8243243243243243243243243243;8.14;8/16/2006;9/27/2006
43;43;1.9688919585226113634818179758;8.360002;8/18/2006;9/30/2006
44;44;1.859649815328704379874184045;8.39;8/17/2006;9/30/2006
45;45;1.7142857142857142857142857143;8.39;8/16/2006;9/30/2006
46;46;1.5902483277366671243229787523;8.39;8/15/2006;9/30/2006
47;47;1.4691466349506635254974856276;8.39;8/14/2006;9/30/2006
48;48;1.350877192982456140350877193;8.39;8/13/2006;9/30/2006
49;49;1.6936406662430496461806961935;8.759999;7/26/2006;9/13/2006
50;50;3.8124926269704055381120200498;9.879999;7/25/2006;9/13/2006
51;51;3.7275541795665634674922600618;9.95;7/25/2006;9/14/2006
52;52;3.5061392012404936514424496374;9.96;7/24/2006;9/14/2006
53;53;3.265953801017170933500911472;9.96;7/24/2006;9/15/2006
54;54;3.0301204819277108433734939758;9.96;7/22/2006;9/14/2006
55;55;3.8731392682222422886021386614;10.44;7/25/2006;9/18/2006
56;56;3.6804689042849756990184193377;10.46;7/25/2006;9/19/2006
57;57;3.5351906158357771260997067448;10.5;7/25/2006;9/20/2006
58;58;3.741282678147320195698243309;10.7;7/17/2006;9/13/2006
59;59;3.6628170028818443804034582131;10.77;7/17/2006;9/14/2006
60;60;3.4357142857142857142857142856;10.77;7/16/2006;9/14/2006
water year = 2006-2007
1;1;0;1.68;8/19/2007;8/20/2007
2;2;1.46875;2.52;8/18/2007;8/20/2007
3;3;1;2.59;8/18/2007;8/21/2007
4;4;1.1428571428571428571428571429;2.84;8/18/2007;8/22/2007
5;5;1.7614674101515410063467773454;3.24;8/18/2007;8/23/2007
6;6;2.7812503417963409432172762229;3.68;8/19/2007;8/25/2007
7;7;6.3559322033898305084745762712;4.52;8/18/2007;8/25/2007
8;8;4.8823514705882352941176470584;4.52;8/17/2007;8/25/2007
9;9;4.0857127346960932912952981493;4.52;8/16/2007;8/25/2007
10;10;3.375;4.53;8/15/2007;8/25/2007
11;11;2.8408163265306122448979591837;4.55;8/14/2007;8/25/2007
12;12;2.248;4.55;8/14/2007;8/26/2007
13;13;1.8205689277899343544857768053;4.55;8/13/2007;8/26/2007
14;14;1.5150214592274678111587982833;4.55;8/13/2007;8/27/2007
15;15;1.2210526315789473684210526316;4.55;8/13/2007;8/28/2007
16;16;0;4.56;8/9/2007;8/25/2007
17;17;1.1926977687626774847870182556;4.81;8/8/2007;8/25/2007
18;18;1.079681274900398406374501992;4.89;8/7/2007;8/25/2007
19;19;1.6164383561643835616438356164;5.3;8/6/2007;8/25/2007
20;20;1.4807692307692307692307692308;5.37;8/5/2007;8/25/2007
21;21;2.0441176470588235294117647059;5.78;8/4/2007;8/25/2007
22;22;1.7888888888888888888888888889;5.78;8/4/2007;8/26/2007
23;23;1.5618181818181818181818181818;5.78;8/3/2007;8/26/2007
24;24;1.3428571428571428571428571429;5.78;8/1/2007;8/25/2007
25;25;1.1315789473684210526315789474;5.78;7/31/2007;8/25/2007
26;26;0;5.78;7/31/2007;8/26/2007
27;27;1.1881355932203389830508474576;6.05;7/24/2007;8/20/2007
28;28;1.106665;6.119999;7/24/2007;8/21/2007
29;29;1.3229508196721311475409836066;6.37;7/24/2007;8/22/2007
30;30;2.6831653465346534653465346534;7.139999;7/26/2007;8/25/2007
31;31;2.3417975177758615470102079978;7.14;7/25/2007;8/25/2007
32;32;4.6396907514450867052023121387;8.049999;7/24/2007;8/25/2007
33;33;4.3098859315589353612167300378;8.06;7/23/2007;8/25/2007
34;34;3.9605994741093113421094351692;8.06;7/23/2007;8/26/2007
35;35;3.6203722222222222222222222222;8.06;7/21/2007;8/25/2007
36;36;3.2888482632541133455210237659;8.06;7/22/2007;8/27/2007
37;37;2.9657040020722002958481084402;8.06;7/21/2007;8/27/2007
38;38;3.8538332030598957753081776364;8.51;7/18/2007;8/25/2007
39;39;3.5316874999999999999999999999;8.509999;7/17/2007;8/25/2007
40;40;3.7652167258984992186963315683;8.72;7/16/2007;8/25/2007
41;41;3.4776636406045022375448776157;8.73;7/15/2007;8/25/2007
42;42;3.171477079796264855687606112;8.73;7/15/2007;8/26/2007
43;43;2.8976536093509988666116890841;8.740001;7/13/2007;8/25/2007
44;44;2.6053109452736318407960199005;8.740001;7/13/2007;8/26/2007
45;45;2.319672131147540983606557377;8.74;7/13/2007;8/27/2007
46;46;2.0746785714285714285714285714;8.740001;7/11/2007;8/26/2007
47;47;1.9129352603003045649235544578;8.740001;7/10/2007;8/26/2007
48;48;1.7894749373433583959899749373;8.740001;7/10/2007;8/27/2007
49;49;1.6688702183609489516717389231;8.740001;7/12/2007;8/30/2007
50;50;1.5510214077463641851574754459;8.740001;7/9/2007;8/28/2007
51;51;1.4358353510895883777239709443;8.74;7/13/2007;9/2/2007
52;52;1.586592412846134415855712632;8.96;7/4/2007;8/25/2007
53;53;1.5682729782589135613045598981;9.040001;7/3/2007;8/25/2007
54;54;1.4566744730679156908665105386;9.04;7/3/2007;8/26/2007
55;55;1.5212368807864404580851189518;9.190001;7/18/2007;9/11/2007
56;56;1.4125296361613307252365449822;9.190001;7/17/2007;9/11/2007
57;57;1.5442188208616780045351473923;9.400001;7/16/2007;9/11/2007
58;58;1.4487661765778298843869027919;9.41;7/15/2007;9/11/2007
59;59;1.3441889435765112899160736828;9.41;7/15/2007;9/12/2007
60;60;1.989010989010989010989010989;10.09;6/26/2007;8/25/2007
water year = 2007-2008
1;1;0;2.08;9/13/2008;9/14/2008
2;2;8.7;3.63;9/12/2008;9/14/2008
3;3;9.038461538461538461538461538;3.94;9/11/2008;9/14/2008
4;4;8.333333333333333333333333333;4.1;9/11/2008;9/15/2008
5;5;6.3772416902744369614149931647;4.1;9/10/2008;9/15/2008
6;6;9.244190102767680855071755981;4.64;9/8/2008;9/14/2008
7;7;8.728813559322033898305084746;4.8;9/8/2008;9/15/2008
8;8;7.8611;4.889999;9/6/2008;9/14/2008
9;9;7.5956272059462392561299280818;5.05;9/6/2008;9/15/2008
10;10;6.0483870967741935483870967742;5.05;9/5/2008;9/15/2008
11;11;5.4041204437400950871632329635;5.13;9/4/2008;9/15/2008
12;12;5.0155763239875389408099688474;5.24;9/2/2008;9/14/2008
13;13;5.0229709035222052067381316998;5.4;9/2/2008;9/15/2008
14;14;4.4;5.4;9/1/2008;9/15/2008
15;15;3.8113207547169811320754716981;5.4;9/1/2008;9/16/2008
16;16;3.2444444444444444444444444444;5.4;8/31/2008;9/16/2008
17;17;2.6981818181818181818181818182;5.4;8/30/2008;9/16/2008
18;18;2.3142857142857142857142857143;5.44;8/28/2008;9/15/2008
19;19;1.8904109589041095890410958904;5.44;8/27/2008;9/15/2008
20;20;1.6153846153846153846153846154;5.44;8/27/2008;9/16/2008
21;21;1.3830188679245283018867924528;5.44;8/28/2008;9/18/2008
22;22;1.3074074074074074074074074074;5.52;9/8/2008;9/30/2008
23;23;1.18;5.57;6/6/2008;6/29/2008
24;24;2.8164146868250539956803455723;6.4;6/9/2008;7/3/2008
25;25;2.4308510638297872340425531915;6.41;6/8/2008;7/3/2008
26;26;4.3207547169811320754716981132;7.14;6/7/2008;7/3/2008
27;27;4.3274793388429752066115702477;7.28;6/6/2008;7/3/2008
28;28;3.9063136456211812627291242364;7.28;6/5/2008;7/3/2008
29;29;3.5271084337349397590361445783;7.29;6/4/2008;7/3/2008
30;30;3.485148514851485148514851485;7.41;6/3/2008;7/3/2008
31;31;3.9531240692147761574451587448;7.69;6/2/2008;7/3/2008
32;32;3.5992341040462427745664739884;7.690001;6/2/2008;7/4/2008
33;33;3.2547528517110266159695817489;7.69;6/2/2008;7/5/2008
34;34;5.9756009722568386103952823135;8.599999;5/30/2008;7/3/2008
35;35;5.2452863296484346255950460471;8.6;5/30/2008;7/4/2008
36;36;4.769652650822669104204753199;8.6;5/29/2008;7/4/2008
37;37;4.4277965453099771570603275627;8.6;5/27/2008;7/3/2008
38;38;4.3351197282707025585584300875;8.690001;5/30/2008;7/7/2008
39;39;4.4559859154929577464788732392;8.86;5/30/2008;7/8/2008
40;40;4.1304364083161666815941899179;8.860001;5/30/2008;7/9/2008
41;41;3.8127180521632750543600123366;8.860001;5/30/2008;7/10/2008
42;42;3.5025466893039049235993208827;8.86;5/28/2008;7/9/2008
43;43;3.6275187688600932381768136099;9.030001;5/30/2008;7/12/2008
44;44;3.3267014925373134328358208955;9.03;5/30/2008;7/13/2008
45;45;3.032786885245901639344262295;9.03;5/30/2008;7/14/2008
46;46;2.7808474025974025974025974025;9.030001;5/28/2008;7/13/2008
47;47;2.5337643608862994009665563776;9.030001;5/26/2008;7/12/2008
48;48;2.6735668789808917197452229299;9.19;5/30/2008;7/17/2008
49;49;2.4321784672992128530272547963;9.19;5/30/2008;7/18/2008
50;50;2.5468729370165538674518731596;9.34;5/30/2008;7/19/2008
51;51;2.5433459752321981424148606811;9.440001;5/30/2008;7/20/2008
52;52;2.4478568585663924073444954244;9.500001;11/20/2007;1/11/2008
53;53;2.2857128745147237506297478045;9.53;11/19/2007;1/11/2008
54;54;2.8268094879518072289156626505;9.870001;5/10/2008;7/3/2008
55;55;2.5970170082470333888807213747;9.87;5/10/2008;7/4/2008
56;56;2.3713024305419440637335863899;9.870001;5/10/2008;7/5/2008
57;57;2.1495623167155425219941348973;9.870001;5/10/2008;7/6/2008
58;58;2.4985465074026377983656929236;10.13;5/6/2008;7/3/2008
59;59;2.2795317002881844380403458213;10.13;5/6/2008;7/4/2008
60;60;2.0642857142857142857142857143;10.13;5/10/2008;7/9/2008
water year = 2008-2009
1;1;3.9148936170212765957446808507;2.65;6/19/2009;6/20/2009
2;2;4.5263157894736842105263157895;3.17;6/18/2009;6/20/2009
3;3;3.2203389830508474576271186439;3.17;6/17/2009;6/20/2009
4;4;3.85;3.51;6/16/2009;6/20/2009
5;5;2.8870951612903225806451612902;3.51;6/15/2009;6/20/2009
6;6;6.8023239588929276579712976077;4.36;6/19/2009;6/25/2009
7;7;9.406779661016949152542372881;4.88;6/18/2009;6/25/2009
8;8;8.277775;4.94;6/18/2009;6/26/2009
9;9;8.989072113232972513069693557;5.22;6/16/2009;6/25/2009
10;10;7.9032258064516129032258064516;5.28;6/16/2009;6/26/2009
11;11;6.5927099841521394611727416799;5.28;6/15/2009;6/26/2009
12;12;5.4828660436137071651090342679;5.3;6/16/2009;6/28/2009
13;13;4.6196078431372549019607843137;5.3;6/15/2009;6/28/2009
14;14;4.1692307692307692307692307692;5.34;6/16/2009;6/30/2009
15;15;7.1851851851851851851851851852;6.01;6/10/2009;6/25/2009
16;16;6.4285714285714285714285714286;6.07;6/10/2009;6/26/2009
17;17;5.2654232424677187948350071736;6.07;6/9/2009;6/26/2009
18;18;5.0564971751412429378531073446;6.2;6/7/2009;6/25/2009
19;19;4.7157894736842105263157894737;6.27;6/6/2009;6/25/2009
20;20;4.3793103448275862068965517241;6.33;6/6/2009;6/26/2009
21;21;3.9106334841628959276018099545;6.33;6/5/2009;6/26/2009
22;22;3.8240534521158129175946547886;6.44;6/10/2009;7/2/2009
23;23;3.3782894736842105263157894737;6.44;6/10/2009;7/3/2009
24;24;3.2051835853131749460043196543;6.52;6/7/2009;7/1/2009
25;25;3.1329787234042553191489361703;6.63;6/7/2009;7/2/2009
26;26;2.9371069182389937106918238994;6.7;6/6/2009;7/2/2009
27;27;2.5299586776859504132231404958;6.7;6/6/2009;7/3/2009
28;28;2.1344195519348268839103869654;6.7;6/6/2009;7/4/2009
29;29;1.9131163934426229508196721311;6.730001;5/27/2009;6/25/2009
30;30;3.6633663366336633663366336632;7.47;5/26/2009;6/25/2009
31;31;3.484377456662639977890646591;7.530001;5/26/2009;6/26/2009
32;32;3.1368063583815028901734104046;7.530001;5/26/2009;6/27/2009
33;33;2.8840332699619771863117870722;7.560001;5/23/2009;6/25/2009
34;34;2.7223295287715489947945639825;7.620001;5/23/2009;6/26/2009
35;35;2.39815;7.62;5/22/2009;6/26/2009
36;36;2.5484460694698354661791590493;7.79;5/26/2009;7/1/2009
37;37;2.5324941042471983328534902044;7.900001;5/26/2009;7/2/2009
38;38;2.2228183804085386885371555589;7.900001;5/25/2009;7/2/2009
39;39;1.9577464788732394366197183099;7.9;5/24/2009;7/2/2009
40;40;1.9259277777777777777777777778;7.990001;5/23/2009;7/2/2009
41;41;2.1374563036566182616995375425;8.21;5/15/2009;6/25/2009
42;42;2.0254668930390492359932088285;8.28;5/14/2009;6/25/2009
43;43;3.6275162520836811378513944198;9.03;5/13/2009;6/25/2009
44;44;3.4759527363184079601990049751;9.089999;5/13/2009;6/26/2009
45;45;3.3032786885245901639344262294;9.14;5/12/2009;6/26/2009
46;46;3.0486996753246753246753246752;9.139999;5/12/2009;6/27/2009
47;47;2.8472681759865723904424744615;9.160001;5/12/2009;6/28/2009
48;48;2.6019108280254777070063694267;9.16;5/12/2009;6/29/2009
49;49;2.8107258928846046165724366855;9.349999;5/13/2009;7/1/2009
50;50;2.8281246215829181650355506979;9.460001;5/13/2009;7/2/2009
51;51;2.7058800309597523219814241486;9.509999;5/12/2009;7/2/2009
52;52;2.4708584452264844167586275121;9.509999;5/12/2009;7/3/2009
53;53;2.2401179936519901550376404917;9.509999;5/10/2009;7/2/2009
54;54;2.0135564759036144578313253012;9.510001;5/12/2009;7/5/2009
55;55;1.9961393807487956559056586508;9.6;3/6/2009;4/30/2009
56;56;2.0384584945447606255311563658;9.719999;3/6/2009;5/1/2009
57;57;2.5454545454545454545454545454;10.05;4/29/2009;6/25/2009
58;58;2.4549417294817717493364806293;10.11;4/29/2009;6/26/2009
59;59;2.927946685878962536023054755;10.43;4/27/2009;6/25/2009
60;60;2.8357142857142857142857142857;10.49;4/27/2009;6/26/2009
water year = 2009-2010
1;1;3.851063829787234042553191489;2.64;6/5/2010;6/6/2010
2;2;3.4210526315789473684210526316;2.96;6/4/2010;6/6/2010
3;3;2.1525423728813559322033898305;2.96;6/3/2010;6/6/2010
4;4;1.5428571428571428571428571429;2.98;6/4/2010;6/8/2010
5;5;11.437489296861621077026346282;4.58;7/19/2010;7/24/2010
6;6;14.817079491366473943324459363;4.99;7/19/2010;7/25/2010
7;7;13.035714285714285714285714286;5.12;7/18/2010;7/25/2010
8;8;9.777775;5.12;7/18/2010;7/26/2010
9;9;11.466170501439661112909356050;5.43;7/15/2010;7/24/2010
10;10;14.945054945054945054945054942;5.84;7/15/2010;7/25/2010
11;11;12.112676056338028169014084508;5.84;7/14/2010;7/25/2010
12;12;11.282051282051282051282051282;5.96;7/13/2010;7/25/2010
13;13;12.687038988408851422550052686;6.22;7/15/2010;7/28/2010
14;14;10.155925155925155925155925156;6.23;7/15/2010;7/29/2010
15;15;9.629629629629629629629629630;6.34;7/13/2010;7/28/2010
16;16;8.615160349854227405247813411;6.37;7/12/2010;7/28/2010
17;17;8.708751793400286944045911047;6.55;7/11/2010;7/28/2010
18;18;7.5988700564971751412429378531;6.56;7/11/2010;7/29/2010
19;19;6.4534075104311543810848400556;6.56;7/10/2010;7/29/2010
20;20;5.7534246575342465753424657534;6.62;7/8/2010;7/28/2010
21;21;5.4655870445344129554655870445;6.72;7/7/2010;7/28/2010
22;22;4.7928730512249443207126948778;6.73;7/7/2010;7/29/2010
23;23;6.8152031454783748361730013106;7.21;7/19/2010;8/11/2010
24;24;6.7183462532299741602067183463;7.34;7/18/2010;8/11/2010
25;25;5.7961783439490445859872611465;7.34;7/17/2010;8/11/2010
26;26;4.9496855345911949685534591195;7.34;7/16/2010;8/11/2010
27;27;8.488228004956629491945477076;8.06;7/15/2010;8/11/2010
28;28;7.5794621026894865525672371638;8.06;7/15/2010;8/12/2010
29;29;7.418576598311218335343787696;8.18;7/13/2010;8/11/2010
30;30;6.7261964285714285714285714286;8.210001;5/7/2010;6/6/2010
31;31;9.375496367239879999905734411;8.790001;5/6/2010;6/6/2010
32;32;8.588649711023112318988493413;8.790001;5/6/2010;6/7/2010
33;33;7.990767898383371824480369515;8.820001;5/4/2010;6/6/2010
34;34;8.605181863705688800067682978;9.06;5/6/2010;6/9/2010
35;35;9.603774332501259431585978140;9.370001;5/2/2010;6/6/2010
36;36;14.285726744186046511627906975;9.920001;5/1/2010;6/6/2010
37;37;17.508212106992022524636320976;10.32;4/30/2010;6/6/2010
38;38;15.778027778661894070898509706;10.32;4/29/2010;6/6/2010
39;39;14.320388349514563106796116505;10.34;4/30/2010;6/8/2010
40;40;15.655065093408841152831142165;10.59;4/30/2010;6/9/2010
41;41;13.984634105604733840757796283;10.59;4/30/2010;6/10/2010
42;42;12.578864353312302839116719244;10.61;4/28/2010;6/9/2010
43;43;19.290903829760610634487397057;11.32;4/24/2010;6/6/2010
44;44;18.329907781560965772920819344;11.38;4/23/2010;6/6/2010
45;45;16.692307692307692307692307690;11.38;4/23/2010;6/7/2010
46;46;17.614796504063796243858387030;11.59;4/24/2010;6/9/2010
47;47;16.814724290739640915528347572;11.65;4/23/2010;6/9/2010
48;48;15.340909090909090909090909091;11.65;4/23/2010;6/10/2010
49;49;19.648252001266338021799104518;12.16;6/5/2010;7/24/2010
50;50;22.787473562632186839065804676;12.57;6/5/2010;7/25/2010
51;51;24.888059701492537313432835826;12.89;6/4/2010;7/25/2010
52;52;23.403494571755305719335244239;12.89;6/4/2010;7/26/2010
53;53;22.598497051738661385904502929;12.95;6/5/2010;7/28/2010
54;54;25.471698113207547169811320755;13.32;6/1/2010;7/25/2010
55;55;29.843812988084412236211761838;13.64;5/31/2010;7/25/2010
56;56;28.571362022863425041692676064;13.72;5/30/2010;7/25/2010
57;57;25.462962962962962962962962963;13.72;5/29/2010;7/25/2010
58;58;29.294542041282081956803813485;14.02;5/31/2010;7/28/2010
59;59;28.048713563151107168009658566;14.1;5/30/2010;7/28/2010
60;60;25.227272727272727272727272727;14.11;5/30/2010;7/29/2010
water year = 2010-2011
1;1;4.8085106382978723404255319143;2.79;5/24/2011;5/25/2011
2;2;9.5;3.71;7/27/2011;7/29/2011
3;3;8.75;3.91;5/24/2011;5/27/2011
4;4;11.346153846153846153846153846;4.35;5/22/2011;5/26/2011
5;5;11.437489296861621077026346282;4.58;5/22/2011;5/27/2011
6;6;9.680237628459601068839694976;4.69;5/21/2011;5/27/2011
7;7;10;4.95;5/22/2011;5/29/2011
8;8;9.277775;5.06;5/21/2011;5/29/2011
9;9;8.251365985845878435866288305;5.13;5/17/2011;5/26/2011
10;10;8.548387096774193548387096774;5.36;5/17/2011;5/27/2011
11;11;7.3851030110935023771790808241;5.38;5/17/2011;5/28/2011
12;12;10.160256410256410256410256410;5.89;5/14/2011;5/26/2011
13;13;11.106427818756585879873551106;6.12;5/14/2011;5/27/2011
14;14;10;6.22;5/13/2011;5/27/2011
15;15;11.692307692307692307692307692;6.5;5/11/2011;5/26/2011
16;16;12.580971659919028340080971659;6.73;5/11/2011;5/27/2011
17;17;10.299700299700299700299700300;6.75;5/11/2011;5/28/2011
18;18;12.958565088757396449704142012;7.099999;5/11/2011;5/29/2011
19;19;10.876338851022395326192794547;7.13;5/11/2011;5/30/2011
20;20;9.383561643835616438356164384;7.15;5/9/2011;5/29/2011
21;21;8.569500674763832658569500675;7.18;5/9/2011;5/30/2011
22;22;7.5797872340425531914893617021;7.18;5/9/2011;5/31/2011
23;23;6.6841415465268676277850589777;7.19;5/7/2011;5/30/2011
24;24;6.0077519379844961240310077519;7.23;5/5/2011;5/29/2011
25;25;5.2866242038216560509554140127;7.26;5/5/2011;5/30/2011
26;26;4.698113207547169811320754717;7.26;5/5/2011;5/31/2011
27;27;4.2654958677685950413223140494;7.26;5/3/2011;5/30/2011
28;28;4.0896130346232179226069246438;7.34;4/27/2011;5/25/2011
29;29;7.7201447527141133896260554885;8.23;4/27/2011;5/26/2011
30;30;9.464291666666666666666666667;8.670001;4/26/2011;5/26/2011
31;31;10.052156569650725229648813300;8.900001;4/26/2011;5/27/2011
32;32;10.878304080927971315622015812;9.100001;4/24/2011;5/26/2011
33;33;12.073378839590443686006825940;9.33;4/24/2011;5/27/2011
34;34;17.686011313384122367186112776;9.910001;4/22/2011;5/26/2011
35;35;18.798902063052184267708234691;10.14;4/22/2011;5/27/2011
36;36;18.895348837209302325581395345;10.29;4/21/2011;5/27/2011
37;37;19.854528390427029563585171281;10.51;4/22/2011;5/29/2011
38;38;20.552255761513846485311291906;10.71;4/19/2011;5/27/2011
39;39;20.995145631067961165048543689;10.89;4/17/2011;5/26/2011
40;40;22.032053390231576920917323755;11.12;4/17/2011;5/27/2011
41;41;20.904058600367445300756364678;11.17;4/18/2011;5/29/2011
42;42;22.988958990536277602523659311;11.49;4/17/2011;5/29/2011
43;43;21.754401057348651333025722035;11.53;4/16/2011;5/29/2011
44;44;22.518129571172624541428493874;11.74;4/15/2011;5/29/2011
45;45;21.192307692307692307692307688;11.77;4/15/2011;5/30/2011
46;46;19.681133577212128633309353615;11.77;4/15/2011;5/31/2011
47;47;18.185275709260359084471652428;11.77;4/13/2011;5/30/2011
48;48;16.704545454545454545454545454;11.77;4/14/2011;6/1/2011
49;49;17.839197684410474424494595450;12;4/10/2011;5/29/2011
50;50;17.724998875005624971875140627;12.12;4/7/2011;5/27/2011
51;51;22.313432835820895522388059706;12.66;4/5/2011;5/26/2011
52;52;23.403494571755305719335244239;12.89;4/5/2011;5/27/2011
53;53;22.155149482022256047999763543;12.91;4/5/2011;5/28/2011
54;54;24.558823529411764705882352936;13.26;4/5/2011;5/29/2011
55;55;23.426858179795999004873194498;13.29;4/5/2011;5/30/2011
56;56;22.63347022587268993839835729;13.35;4/3/2011;5/29/2011
57;57;22.717391304347826086956521739;13.49;4/2/2011;5/29/2011
58;58;21.82694387953788239366535416;13.54;4/1/2011;5/29/2011
59;59;20.729649618901344969641293586;13.57;4/1/2011;5/30/2011
60;60;19.321428571428571428571428575;13.57;4/1/2011;5/31/2011
water year = 2011-2012
1;1;0;2.08;11/28/2011;11/29/2011
2;2;1.5625;2.55;11/28/2011;11/30/2011
3;3;1.5588235294117647058823529412;2.78;11/26/2011;11/29/2011
4;4;2.55;3.25;11/26/2011;11/30/2011
5;5;1.7889902954306505859622275922;3.25;11/25/2011;11/30/2011
6;6;1.5929205184433954750362390022;3.36;11/26/2011;12/2/2011
7;7;1.3333333333333333333333333333;3.44;11/22/2011;11/29/2011
8;8;2.9411749999999999999999999999;4.08;11/21/2011;11/29/2011
9;9;4.2142839795943148652644781933;4.55;11/21/2011;11/30/2011
10;10;3.4583333333333333333333333333;4.55;11/21/2011;12/1/2011
11;11;3.2897959183673469387755102041;4.66;11/21/2011;12/2/2011
12;12;2.688;4.66;11/20/2011;12/2/2011
13;13;3.168627450980392156862745098;4.93;11/21/2011;12/4/2011
14;14;3.9769192307692307692307692308;5.289999;11/21/2011;12/5/2011
15;15;3.8867924528301886792452830189;5.42;11/21/2011;12/6/2011
16;16;3.3925925925925925925925925926;5.44;11/21/2011;12/7/2011
17;17;2.8436363636363636363636363636;5.44;11/21/2011;12/8/2011
18;18;2.7071428571428571428571428571;5.55;11/21/2011;12/9/2011
19;19;2.1894736842105263157894736842;5.55;11/21/2011;12/10/2011
20;20;1.8461538461538461538461538462;5.56;11/19/2011;12/9/2011
21;21;1.6094320754716981132075471698;5.559999;11/19/2011;12/10/2011
22;22;2.020044543429844097995545657;5.9;11/13/2011;12/5/2011
23;23;2.0296052631578947368421052632;6.03;11/21/2011;12/14/2011
24;24;2.9784017278617710583153347731;6.45;11/21/2011;12/15/2011
25;25;2.558510638297872340425531915;6.45;11/20/2011;12/15/2011
26;26;2.3081761006289308176100628931;6.5;11/21/2011;12/17/2011
27;27;1.9677966101694915254237288136;6.51;11/21/2011;12/18/2011
28;28;1.79;6.53;11/8/2011;12/6/2011
29;29;1.7;6.6;11/7/2011;12/6/2011
30;30;1.6774193548387096774193548387;6.71;11/21/2011;12/21/2011
31;31;1.5343920634920634920634920635;6.73;11/21/2011;12/22/2011
32;32;1.880209375;7.06;11/13/2011;12/15/2011
33;33;1.7076923076923076923076923077;7.06;11/13/2011;12/16/2011
34;34;1.6161621212121212121212121212;7.11;11/13/2011;12/17/2011
35;35;1.4676633845722157794265364575;7.120001;11/13/2011;12/18/2011
36;36;1.3382352941176470588235294118;7.14;11/8/2011;12/14/2011
37;37;1.7922710144927536231884057971;7.56;11/8/2011;12/15/2011
38;38;1.7333328571428571428571428571;7.63;11/7/2011;12/15/2011
39;39;1.591550704225352112676056338;7.640001;11/6/2011;12/15/2011
40;40;1.4953708333333333333333333333;7.68;11/7/2011;12/17/2011
41;41;1.3607315068493150684931506849;7.690001;11/7/2011;12/18/2011
